*DEBUG* 	2016/09/20 - 14:01:00: |1474372860.2498|addButton|{"label":"En 3fois","position":2,"height":60,"displayType":"bloc","nbPayment":3,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	2016/12/12 - 15:47:42: |1481554062.5943|hookDisplayPayment|{"id":71,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"586","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2016-12-12 14:54:24","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2016-12-12 15:47:41","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2016/12/12 - 15:48:51: |1481554131.4695|hookDisplayPayment|{"id":71,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"586","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2016-12-12 14:54:24","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2016-12-12 15:48:50","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2016/12/12 - 15:53:02: |1481554382.7332|validateWebPayment|"CALLBACK"
*DEBUG* 	2016/12/12 - 15:53:04: |1481554384.1531|validateWebPayment-validateOrder|56
*DEBUG* 	2016/12/12 - 15:53:04: |1481554384.1539|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	2016/12/12 - 15:53:04: |1481554384.2135|Id existant : |56
*DEBUG* 	2016/12/12 - 15:53:04: |1481554384.2136|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"71","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"23","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"61.190000","total_paid_tax_incl":"61.190000","total_paid_tax_excl":"50.990000","total_paid_real":"0.000000","total_products":"50.990000","total_products_wt":"61.190000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 15:53:02","date_upd":"2016-12-12 15:53:03","reference":"CBOLYVLUL","round_mode":"2","round_type":"2","id":56,"id_shop_list":null,"force_id":false}
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3184|validateWebPayment|"RETURN"
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3252|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3253|Order already exists => 56|null
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3265|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3266|Id existant : |56
*DEBUG* 	2016/12/12 - 15:53:34: |1481554414.3267|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"71","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"23","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"61.190000","total_paid_tax_incl":"61.190000","total_paid_tax_excl":"50.990000","total_paid_real":"0.000000","total_products":"50.990000","total_products_wt":"61.190000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 15:53:02","date_upd":"2016-12-12 15:53:03","reference":"CBOLYVLUL","round_mode":"2","round_type":"2","id":56,"id_shop_list":null,"force_id":false}
*DEBUG* 	2016/12/12 - 16:11:30: |1481555490.4698|hookDisplayPayment|{"id":72,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"251","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2016-12-12 15:54:43","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2016-12-12 16:11:29","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2016/12/12 - 16:12:03: |1481555523.1532|validateWebPayment|"CALLBACK"
*DEBUG* 	2016/12/12 - 16:12:04: |1481555524.8824|validateWebPayment-validateOrder|57
*DEBUG* 	2016/12/12 - 16:12:04: |1481555524.8829|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	2016/12/12 - 16:12:04: |1481555524.9326|Id existant : |57
*DEBUG* 	2016/12/12 - 16:12:04: |1481555524.9326|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"72","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"8","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"61.190000","total_paid_tax_incl":"61.190000","total_paid_tax_excl":"50.990000","total_paid_real":"0.000000","total_products":"50.990000","total_products_wt":"61.190000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 16:12:03","date_upd":"2016-12-12 16:12:04","reference":"XAOPAUBKT","round_mode":"2","round_type":"2","id":57,"id_shop_list":null,"force_id":false}
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0234|validateWebPayment|"RETURN"
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0298|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0299|Order already exists => 57|null
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0306|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0307|Id existant : |57
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0307|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"72","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"8","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"61.190000","total_paid_tax_incl":"61.190000","total_paid_tax_excl":"50.990000","total_paid_real":"0.000000","total_products":"50.990000","total_products_wt":"61.190000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 16:12:03","date_upd":"2016-12-12 16:12:04","reference":"XAOPAUBKT","round_mode":"2","round_type":"2","id":57,"id_shop_list":null,"force_id":false}
*DEBUG* 	2016/12/12 - 16:13:01: |1481555581.0307|validateWebPayment-orderHistory|"8 TO 23"
*DEBUG* 	2016/12/12 - 17:05:59: |1481558759.1503|hookDisplayPayment|{"id":73,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"251","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2016-12-12 16:51:25","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2016-12-12 17:05:58","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2016/12/12 - 17:18:05: |1481559485.6866|validateWebPayment|"CALLBACK"
*DEBUG* 	2016/12/12 - 17:18:07: |1481559487.0325|validateWebPayment-validateOrder|58
*DEBUG* 	2016/12/12 - 17:18:07: |1481559487.0332|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	2016/12/12 - 17:18:07: |1481559487.0905|Id existant : |58
*DEBUG* 	2016/12/12 - 17:18:07: |1481559487.0905|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"73","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"8","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"34.780000","total_paid_tax_incl":"34.780000","total_paid_tax_excl":"28.980000","total_paid_real":"0.000000","total_products":"28.980000","total_products_wt":"34.780000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 17:18:05","date_upd":"2016-12-12 17:18:06","reference":"GPXXMKEBY","round_mode":"2","round_type":"2","id":58,"id_shop_list":null,"force_id":false}
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7687|validateWebPayment|"RETURN"
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7746|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7747|Order already exists => 58|null
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7753|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7754|Id existant : |58
*DEBUG* 	2016/12/12 - 17:47:44: |1481561264.7754|validateWebPayment-order|{"id_address_delivery":"9","id_address_invoice":"9","id_shop_group":"1","id_shop":"1","id_cart":"73","id_currency":"1","id_lang":"1","id_customer":"6","id_carrier":"1","current_state":"8","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","payment":"Paygreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"34.780000","total_paid_tax_incl":"34.780000","total_paid_tax_excl":"28.980000","total_paid_real":"0.000000","total_products":"28.980000","total_products_wt":"34.780000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"0","delivery_number":"0","invoice_date":"0000-00-00 00:00:00","delivery_date":"0000-00-00 00:00:00","valid":"0","date_add":"2016-12-12 17:18:05","date_upd":"2016-12-12 17:18:06","reference":"GPXXMKEBY","round_mode":"2","round_type":"2","id":58,"id_shop_list":null,"force_id":false}
*DEBUG* 	2017/01/04 - 11:02:08: |1483524128.7114|addButton|{"label":"Diff\u00e9re","position":null,"height":60,"displayType":"bloc","nbPayment":3,"reportPayment":"1 month","minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	2017/01/04 - 12:09:27: |1483528167.1208|hookDisplayPayment|{"id":74,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"251","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2017-01-04 11:07:27","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2017-01-04 12:09:26","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2017/01/04 - 12:09:59: |1483528199.5141|hookDisplayPayment|{"id":74,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"251","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2017-01-04 11:07:27","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2017-01-04 12:09:58","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2017/01/04 - 12:17:01: |1483528621.8954|hookDisplayPayment|{"id":74,"id_shop_group":"1","id_shop":"1","id_address_delivery":"9","id_address_invoice":"9","id_currency":"1","id_customer":"6","id_guest":"251","id_lang":"1","recyclable":0,"gift":0,"gift_message":"","mobile_theme":"0","date_add":"2017-01-04 11:07:27","secure_key":"b6631a1c77caa418e4d1e2ff46d87009","id_carrier":1,"date_upd":"2017-01-04 12:17:01","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:9;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false,"checkedTOS":1}
*DEBUG* 	2017/01/04 - 12:46:44: |1483530404.8414|validateWebPayment|"RETURN"
*DEBUG* 	2017/01/04 - 12:46:46: |1483530406.6875|validateWebPayment-validateOrder|59
*DEBUG* 	2017/01/04 - 12:46:46: |1483530406.6883|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	2017/01/04 - 12:56:25: |1483530985.2478|validateWebPayment|"RETURN"
*DEBUG* 	2017/01/04 - 12:56:25: |1483530985.2546|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2017/01/04 - 12:56:25: |1483530985.2547|Order already exists => 59|null
*DEBUG* 	2017/01/04 - 12:56:25: |1483530985.2559|isPaygreenTransacExist|"Same pid"
*DEBUG* 	2017/01/04 - 12:56:25: |1483530985.256|Id existant : |59
